Date,Open,High Price,Low Price,Close,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
19-October-2016,1335.0,1335.0,1312.75,1328.9,1322.7803402646502,52900,2982,69975080.0,14751.0,27.88,22.25,-6.1
20-October-2016,1330.0,1343.7,1324.1,1326.5,1332.2141528415773,26341,1475,35091853.0,9765.0,37.07,19.6,-3.5
21-October-2016,1326.65,1329.9,1321.0,1327.0,1325.9325507048898,19081,1304,25300119.0,8323.0,43.62,8.9,0.35
24-October-2016,1329.0,1343.7,1320.5,1339.45,1334.8817877382792,38820,2844,51820111.0,16132.0,41.56,23.2,10.45
25-October-2016,1339.45,1340.5,1301.7,1305.85,1311.9606498889452,57179,3360,75016598.0,19362.0,33.86,38.8,-33.6
26-October-2016,1300.0,1323.95,1290.0,1309.85,1312.6101034887442,56238,2701,73818567.0,18457.0,32.82,33.95,9.85
27-October-2016,1309.0,1316.0,1295.0,1300.8,1302.2388454712457,32117,2523,41824005.0,10378.0,32.31,21.0,-8.2
28-October-2016,1301.0,1312.35,1292.0,1310.75,1306.0425382030994,36908,2240,48203418.0,10353.0,28.05,20.35,9.75
30-October-2016,1310.0,1323.3,1310.0,1318.05,1318.037238697132,10285,449,13556013.0,5169.0,50.26,13.3,8.05
01-November-2016,1318.0,1338.0,1305.9,1322.5,1330.480829526113,89304,3031,118817260.0,53512.0,59.92,32.1,4.5
02-November-2016,1323.0,1386.0,1306.6,1369.35,1359.2074793712252,433860,9619,589705757.0,261718.0,60.32,79.4,46.35
03-November-2016,1370.0,1375.0,1352.25,1358.55,1364.0115117201685,74359,3273,101426532.0,39989.0,53.78,22.75,-11.45
04-November-2016,1360.0,1392.0,1346.0,1372.45,1374.4708608669687,77027,4381,105871367.0,20662.0,26.82,46.0,12.45
07-November-2016,1375.0,1393.0,1374.5,1377.5,1381.9015146526178,30370,1656,41968349.0,11975.0,39.43,18.5,2.5
08-November-2016,1382.0,1388.45,1367.0,1384.65,1379.460114640554,25122,1504,34654797.0,9312.0,37.07,21.45,2.65
09-November-2016,1310.0,1358.45,1259.4,1337.15,1308.8730164799447,130765,7787,171154780.0,23947.0,18.31,99.05,27.15
10-November-2016,1355.0,1379.0,1311.1,1321.35,1341.7082270868414,41570,2537,55774811.0,14025.0,33.74,67.9,-33.65
11-November-2016,1310.0,1318.0,1233.05,1241.85,1288.0682346273732,299965,11843,386375388.0,112977.0,37.66,84.95,-68.15
15-November-2016,1249.0,1256.5,1183.5,1238.15,1224.1009222768455,73839,4159,90386388.0,11583.0,15.69,73.0,-10.85
16-November-2016,1250.0,1277.75,1217.1,1229.6,1249.9913201021166,303575,3651,379466115.0,254405.0,83.8,60.65,-20.4
17-November-2016,1229.6,1245.0,1212.5,1219.65,1225.7933275943851,56921,3971,69773382.0,28766.0,50.54,32.5,-9.95
